Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
3/6/2024,Operations,470597,173325,180194,91049,116710,175239,81867,55570,68114,80769,549748,101113,15411,51,97,142541,686805,2020152,224610,1371747,1.0,0.79,5.44,27.43,-5.45,19.87,13.0,43.96,11.77,142232,9.09,37412,33038,3769,101590,106284,327890
1/27/2021,Marketing,435935,69502,75630,157022,41343,134722,94182,273302,58057,72090,198407,89765,188262,76,119,87900,1071351,3894216,748958,1409916,2.8,1.48,17.39,5.5,-4.28,-4.59,70.76,22.28,24.45,441630,3.99,48118,65124,1441,147551,137075,311060
4/13/2021,Marketing,123226,249639,37028,271255,120551,151398,90810,77571,252227,48709,313184,143034,84039,23,72,224725,1636422,179068,564362,1523100,2.1,0.82,27.69,-8.67,-0.43,-4.79,34.98,15.6,11.96,58689,1.62,155204,94015,1610,87089,20865,54120
10/15/2022,HR,139963,104038,28284,186736,111103,128498,25691,103942,226240,-1244,901906,191257,121108,42,24,115641,758826,802291,146639,618504,1.13,1.52,-28.05,-14.17,-9.13,-1.28,30.94,40.47,26.43,44460,3.48,31481,32982,2855,97214,387726,305145
8/27/2018,Marketing,204970,456098,86981,102330,81239,10191,25956,274200,275162,62524,678418,28574,126941,107,47,188562,4105101,1768799,1187295,1731112,1.41,1.52,-27.42,28.24,6.62,-2.97,18.09,30.84,21.76,443565,7.4,19403,251982,3157,129170,311454,408721
11/13/2021,HR,405479,106261,172288,43130,31981,179032,-3518,300585,191717,-26382,605261,177993,27666,65,78,-5213,771222,2958898,324475,1733574,2.62,1.92,14.03,-15.56,1.54,0.08,72.67,20.78,33.08,464943,4.54,71909,118452,4718,146389,696399,326099
8/1/2015,IT,116068,545840,27744,295853,105779,176615,86800,30873,221800,-35410,203290,140905,178043,24,108,-25999,3698588,2975036,692841,1909657,2.14,3.13,-24.48,41.9,-3.67,10.12,61.54,45.42,27.86,232901,6.2,107369,11274,4082,176619,347291,282595
2/13/2019,IT,299682,147850,104827,156541,35616,195026,36145,269946,83074,45244,352643,180676,14500,93,53,253520,1151054,3715882,2418255,1471651,0.14,1.31,23.49,38.18,10.52,4.46,46.0,34.2,19.81,351626,9.32,116440,65667,2582,38732,231123,167946
9/10/2018,HR,113507,471103,55022,210963,121899,148267,29339,151865,136634,46821,798352,130822,55193,85,80,-15978,876763,2192119,2359594,875143,1.43,1.7,16.67,13.25,-3.32,14.22,58.73,7.4,5.34,12222,7.39,102020,195035,2155,188738,852057,162469
1/10/2024,Marketing,214474,257416,138063,227701,68995,38890,145542,235269,176107,-39434,701723,37507,116661,82,23,-11613,3884838,1361199,2013464,163812,2.57,3.17,23.81,32.97,-7.87,1.56,66.88,17.9,13.18,327686,8.85,197075,201640,3460,58075,835862,394109
10/27/2022,Marketing,171884,370380,146941,120531,112952,177770,144356,53661,258921,65925,573877,96785,97612,92,24,136209,404954,2994158,2201861,1969935,2.39,1.76,-18.97,27.31,3.29,-1.23,53.31,43.41,37.24,20145,2.16,197591,276837,3193,155334,129010,406900
11/8/2023,Finance,64094,298905,111696,281037,47765,161112,118425,171546,217142,34483,333066,11351,86927,59,18,-57969,719763,1485298,2418493,1493029,0.71,3.06,29.94,12.34,0.67,9.61,13.67,5.88,9.34,470503,4.07,42330,247675,3738,83746,856213,455403
8/29/2017,Finance,142963,234326,46852,191767,144458,46868,-12716,37104,242963,6413,494991,63890,53665,42,76,1663,2993204,107154,349100,715228,2.17,2.21,3.27,-14.2,22.6,-3.77,74.27,41.93,18.05,240226,9.46,59955,223572,3979,20352,925146,15478
11/4/2024,Marketing,337070,234169,77447,178939,129521,35472,129345,57783,57128,62437,893798,57161,15355,82,59,97608,4459027,3036736,168311,1265505,1.81,0.56,16.48,44.42,17.49,-3.98,65.41,40.77,6.68,139461,9.19,145827,84566,1293,185325,149477,191058
11/16/2017,Operations,185651,112982,175516,133526,90936,52807,55675,82264,174592,12515,628457,182634,22360,45,102,-72155,4310906,2641063,1450856,1334658,0.7,3.14,14.49,45.98,11.31,6.47,70.58,7.57,21.84,366518,6.0,93846,192713,2987,127401,831772,129149
10/17/2017,Sales,263763,308127,101993,284945,30317,105100,61571,172611,269338,77806,957400,83056,68767,10,64,-79709,3606472,1519115,1049451,1862795,2.7,1.45,21.55,21.54,19.81,8.01,73.32,12.54,16.17,80543,5.48,128322,98973,3194,122317,126150,455721
2/24/2015,Operations,458599,64404,120302,79523,11827,6272,-12185,100023,133330,-10238,366096,7705,26325,82,58,66587,329294,3494226,2024767,1207450,0.83,3.27,-2.03,43.82,7.44,-4.73,14.43,38.39,33.55,113978,4.53,91939,243639,3635,170953,445938,26769
5/18/2020,HR,121644,72575,112892,231184,147485,146968,144593,75694,172976,-20798,811479,165703,184632,101,41,137351,1844521,2263453,1818747,908855,2.16,1.02,-29.05,33.18,8.69,3.02,70.83,18.28,23.85,499339,3.51,199648,145562,1982,154733,598297,355850
5/20/2018,Marketing,286134,406571,47812,92148,123675,35480,-460,279141,212605,69582,111470,44245,81168,30,108,39498,1156595,3227383,852888,616178,1.74,1.65,-23.89,-6.24,-9.35,19.71,58.14,25.19,12.13,260401,4.38,80982,240548,1147,180461,710660,408322
8/25/2024,Marketing,134635,292777,134297,276862,48184,168334,11007,59087,163782,-32352,43253,59363,84880,67,50,123659,129166,1547962,1789089,32627,2.48,1.32,-26.73,42.69,22.72,5.26,24.37,33.84,21.54,52114,9.27,178339,131120,4878,108388,397123,309956
10/31/2017,Finance,284487,332881,39901,299511,112940,65465,19921,380652,252133,31744,181759,129599,151615,53,33,93061,3508789,173817,1697966,1348717,1.69,1.23,11.52,9.75,-1.12,2.93,63.28,31.08,25.58,264472,1.83,193520,299381,1574,133682,163894,238506
6/9/2022,Sales,243797,183082,64737,282608,46630,97377,112606,226286,37579,56114,731773,137157,170496,34,96,-41899,3239826,3672428,2820406,708984,1.96,2.99,13.45,11.63,12.37,-0.87,63.79,9.93,29.66,246090,2.24,63116,67655,3141,104711,953290,418926
9/14/2019,Operations,425483,244168,64188,31291,133809,146983,58629,79368,127613,-47422,58320,78594,101644,61,34,180703,4477316,2651397,2287864,1268729,1.43,1.83,-19.19,-8.94,21.14,14.77,23.02,7.58,27.92,286911,4.64,168275,237237,4470,164903,264520,368915
10/16/2016,Sales,302985,139717,114963,32758,143013,168004,1547,180443,266560,-8192,423257,85044,190999,105,87,289410,2611423,695840,2022539,1967425,0.51,0.58,-25.32,-19.67,12.7,16.06,62.29,47.79,33.97,352817,5.45,165758,6039,1867,81111,26737,42768
10/14/2018,Marketing,111078,345839,33333,277333,125089,93831,116078,61671,226489,-21148,347985,20940,92098,50,29,159999,4814166,2271322,2736016,600777,2.7,0.51,-20.75,26.35,8.68,-3.78,22.86,23.14,24.77,173509,5.32,34019,8180,653,53474,127553,491685
8/12/2019,Finance,319623,101101,109214,249451,65854,85466,103689,104768,240653,-28603,781227,142562,95744,76,63,210458,2053402,416615,1913780,1267499,2.49,3.22,19.19,42.02,-0.51,7.51,32.68,37.81,6.24,316627,1.16,158785,102942,2470,80532,797975,222711
10/14/2021,Operations,131851,453558,162896,223021,94737,194430,146412,175455,289405,51686,883346,35897,175335,107,85,46184,1839041,169798,2028959,802281,2.85,1.6,-10.48,22.4,13.12,6.72,59.41,41.14,6.04,208546,2.23,143621,141516,378,40312,440394,115922
11/15/2020,Finance,234166,357043,33474,183619,110777,105099,-3985,220924,67620,94166,775037,171377,159521,36,25,158924,673583,2898009,2740509,1311120,0.71,2.38,16.27,48.36,3.09,-3.7,31.53,43.25,21.24,176048,2.3,148894,44277,1403,65058,498707,33260
1/14/2015,Sales,465486,219481,97617,116547,102919,16680,31588,372851,173259,-6327,28287,82484,78367,75,91,240773,4645113,67502,2939757,799693,2.07,1.88,24.5,45.08,23.2,12.98,11.22,27.78,38.69,389447,9.03,19004,206603,2580,70458,407331,279071
2/6/2017,HR,185522,272557,88289,87504,24525,191250,13595,184801,217320,-37431,304504,186922,11726,34,19,280092,2684266,3899200,1798665,1489670,0.74,1.52,29.27,24.19,9.37,0.74,12.03,5.68,22.43,32621,8.63,171644,89624,1516,60538,614716,234620
12/15/2021,HR,290810,466820,31335,166820,28195,194084,72802,258235,235502,52008,433491,109783,170485,41,60,36691,1538372,3711301,2661610,1378749,0.38,3.38,-4.88,35.56,21.76,8.99,16.16,45.46,8.44,220107,5.27,151237,293637,468,100521,316016,374650
11/29/2020,Marketing,170850,435202,90149,106070,67297,23304,133418,364648,87862,76755,621816,190755,132879,55,23,193623,2619957,1526887,1619740,1436981,0.38,2.62,12.84,37.47,14.19,8.99,17.52,12.11,17.19,486323,7.61,47267,44428,221,101064,285071,275816
2/19/2020,Marketing,153414,201778,171256,214639,136500,177511,-9039,31818,56190,57615,213514,77248,111987,71,56,99871,2323938,2579887,2570026,1504450,2.33,2.25,-1.85,23.76,15.13,16.53,71.83,9.75,20.92,365633,6.73,135751,108747,4412,116932,990470,428615
3/16/2022,Marketing,435396,112701,158125,267519,22026,168053,-3378,38936,224805,48358,101735,168856,136668,27,86,236399,2895285,2120231,1287845,734617,2.55,3.15,0.48,18.51,20.13,7.74,62.96,16.13,35.83,465747,1.11,63417,184167,1295,71105,590908,273472
10/9/2017,IT,233714,393315,178537,69174,76047,11376,-19274,110567,116846,51690,16513,105613,72740,25,96,221806,4520270,3798934,2292998,1100262,2.67,1.33,12.56,-13.39,18.85,1.62,28.56,22.46,9.31,158006,4.15,22135,280070,312,97895,168724,19011
11/28/2024,Operations,139528,79410,135119,132497,87931,160758,95995,221473,196160,-4350,436078,146482,61780,13,73,214710,132854,2756834,1344672,879612,2.1,1.14,-19.18,45.22,10.81,19.91,54.87,31.2,16.44,480716,5.23,32452,265311,4458,23952,866596,66795
5/6/2017,HR,424690,248523,22048,225441,122381,13080,-9498,353966,222551,-44599,110653,78794,97016,64,61,208735,510207,3868638,178597,1317319,2.41,3.18,-13.25,32.4,-8.45,7.31,37.1,26.88,36.95,456669,3.98,158441,72049,3996,132832,188469,419882
1/20/2016,HR,102672,374984,161680,99124,148645,146511,137849,97053,25281,-32290,541142,15451,154930,99,75,-75542,2722667,2263086,1169448,762480,2.19,2.76,27.13,-9.37,11.21,14.26,44.5,13.42,23.85,242502,3.82,114741,236775,3714,66268,637787,98726
12/28/2017,Finance,84869,417155,187921,156007,34070,171227,23246,142516,263374,-43771,458393,118669,119191,41,84,-29109,284190,439885,2895676,596004,2.2,0.68,-21.74,24.49,13.4,16.88,41.14,9.86,28.3,343483,6.89,116897,5227,455,184236,655616,173643
3/12/2018,Operations,245417,247475,32864,282458,65056,71566,79968,267819,207995,-986,572686,197043,35839,54,69,72741,2675389,1832445,2456960,1189011,1.7,3.12,4.49,16.04,-7.52,4.62,52.69,5.0,10.07,418562,8.96,79584,122922,205,127891,764990,491946
5/3/2021,IT,457555,342489,89674,149019,102185,71904,15924,377154,206992,90317,808434,184749,43386,10,87,153201,2559298,247730,1604264,462704,1.18,0.72,29.82,-3.45,-4.43,5.83,23.07,35.75,23.63,498294,8.11,134933,279703,567,65634,468787,408939
5/2/2018,IT,248474,210651,136059,48944,89606,59865,115433,294082,247673,63845,272003,82655,56537,28,53,136432,4312046,3254691,549511,1824942,2.79,1.23,20.89,-11.04,15.3,-0.65,48.88,23.85,6.96,127342,5.14,119935,191054,4861,97046,151809,273271
3/22/2018,Marketing,350907,529463,33796,30952,62559,92072,51978,125742,95077,-13333,561750,78377,86462,101,64,-57434,1852069,3006410,1050224,666274,2.95,2.6,-5.77,15.68,23.23,1.66,65.8,11.61,33.98,461922,7.52,52569,214937,2649,64669,213134,268047
8/3/2018,Marketing,420638,63516,133706,260680,90596,67692,144764,60828,108870,16803,630011,151947,87337,52,50,89420,1543136,1689189,94238,164108,0.89,2.61,-24.83,18.5,-6.53,-0.57,50.15,22.25,17.91,483344,4.39,94971,17869,1736,173690,570961,475026
10/20/2018,IT,479613,342187,22025,233738,99760,137107,106529,397702,49655,74169,939503,26658,67631,113,76,96572,183088,191565,1704718,727214,1.83,2.24,7.08,39.09,22.96,-0.67,40.06,37.54,11.51,461267,9.03,52027,27380,2359,25314,26920,399193
9/24/2017,Operations,274297,549737,89892,69267,37554,105122,8634,300410,162206,-35371,249962,55575,46319,88,79,70403,2136810,320805,2343689,700542,0.8,3.19,18.16,35.56,-2.34,-1.69,13.2,18.85,13.71,161544,3.37,61326,61515,3491,90062,575169,166013
2/13/2022,Sales,154662,464208,89597,209639,42117,178307,81901,79683,256630,-20001,975832,176899,147390,80,35,293529,3914351,1123377,2174545,108714,2.68,2.64,-10.73,-10.99,23.3,8.41,37.84,30.38,10.66,406125,6.86,107227,192896,3816,74736,310762,211455
5/8/2021,Operations,334760,221053,169924,289641,90482,177501,53621,90716,185128,55459,847421,55520,104554,84,66,192648,2511731,2483084,1402187,86058,2.5,1.78,-3.57,-6.22,7.42,7.2,64.85,14.4,6.05,436075,5.75,17203,120010,2423,183786,100259,132055
3/12/2023,Finance,303074,236066,145529,173640,87666,130343,129661,393154,160916,-28915,603780,92062,129642,14,102,75084,903052,635775,2434209,502535,2.8,2.4,25.44,37.28,-3.87,12.07,68.18,38.43,26.97,476473,5.0,124597,203102,1349,195165,522968,23537
7/31/2023,IT,365753,543172,122689,285385,98098,112202,22405,315242,190046,51816,407795,132878,99955,82,17,246000,4365007,3472276,2216087,1088799,1.25,2.94,1.57,-17.69,13.09,9.17,37.27,13.62,15.1,332041,1.03,50625,187686,1052,68201,237748,388775
12/25/2022,Finance,444558,188491,108889,167731,9764,127858,61138,114219,46938,25814,895292,73996,7420,111,62,263693,1894320,3773385,86487,311303,2.76,0.68,-11.17,-13.38,1.12,13.74,35.65,46.01,25.0,273686,7.01,157933,181922,3619,127920,24217,361197
10/22/2021,IT,429652,249698,175119,179192,132979,119776,37673,391066,23266,33823,460988,75409,186475,99,80,232707,2869293,2393390,357624,976207,2.48,0.63,9.11,-5.85,5.2,-1.44,64.86,27.81,18.08,270346,9.27,163317,157218,3125,102145,27220,159475
6/9/2016,HR,228286,549284,154899,213400,31497,193673,82960,34694,163920,-27309,489559,57061,50948,43,112,-25106,2421099,3770029,623953,1864290,2.6,0.84,7.57,18.31,18.07,5.08,60.85,26.02,36.87,437469,5.76,106116,102745,1945,180473,665203,172490
5/10/2024,HR,153736,360453,175818,242644,107645,74016,18831,175397,261114,62509,366082,55784,31318,77,67,186131,4331102,3704795,2241915,1357988,2.8,0.91,-24.76,13.58,1.6,17.29,19.92,43.99,24.77,95815,1.56,19889,100941,4971,146103,818414,31876
12/25/2023,HR,220901,245462,41563,111908,37115,41650,26784,107074,57168,-20185,701869,29365,142845,77,96,-3664,1350889,1531395,515894,610143,1.71,3.47,20.91,4.77,-7.92,-4.01,75.79,17.46,13.6,385482,7.88,178049,277542,28,155016,889558,116280
10/12/2024,Sales,400165,106262,72796,196143,40958,194929,76108,264776,67147,37546,700115,187672,103931,78,103,242945,4586188,2271231,1784919,529495,1.49,1.87,18.04,27.68,6.78,18.12,60.44,24.02,8.11,344030,2.47,159015,125087,768,132388,853710,122757
10/29/2015,Operations,115120,67215,172116,272901,114470,172020,-16009,268646,261960,-5372,124460,86361,190518,58,89,213904,3150498,1353434,884689,1397244,1.34,2.88,-28.35,-17.58,19.19,19.81,35.53,47.03,28.43,464082,7.55,91413,88783,4926,103906,268928,261837
12/7/2019,Sales,125045,309047,57477,283528,128111,81964,46555,336240,272498,70152,561947,93607,75732,53,36,-66042,3459821,639647,2711819,1607086,2.64,1.79,-29.08,0.41,21.71,12.49,61.55,47.18,31.15,362048,2.69,144751,180291,4663,22439,869391,164936
12/25/2017,Sales,182916,375154,30562,112510,19002,166516,84239,388132,120317,-27822,26474,58738,63638,57,57,-74510,2372686,1157130,2456038,412181,1.46,3.08,24.47,16.22,-5.41,7.84,66.76,7.9,36.27,264206,1.26,97237,291812,4316,191684,908330,197736
4/22/2018,Sales,361845,152602,99131,180258,97477,115071,61515,276137,172910,40605,486743,112896,152975,21,48,213998,190416,1269583,2282575,577918,0.2,2.36,0.39,46.48,15.25,1.87,76.95,39.36,9.28,385652,8.7,100766,289706,3059,42064,581593,452959
5/3/2022,Operations,333000,538758,75190,215388,87840,166250,85487,273980,21028,60881,357333,74621,56153,30,89,232152,4182404,2655039,874969,991637,1.79,0.78,-19.22,5.9,2.41,18.47,68.25,24.76,7.97,77826,3.63,112377,220121,911,63489,935372,484072
5/8/2020,IT,461025,528411,164199,125947,82058,164504,113769,78642,221702,-16741,310334,32427,86568,94,112,36888,231100,765143,2123957,1149744,1.1,1.86,12.83,3.16,8.76,12.67,75.1,24.54,20.13,296715,3.41,174606,125453,1206,25385,936419,215960
4/7/2022,HR,287047,447074,163139,128989,97518,88983,51312,139268,146495,-16047,90062,120431,149906,73,110,137614,1951516,2513315,1446258,1482353,2.0,2.27,17.3,-15.21,-2.99,7.63,64.43,14.53,8.3,59559,1.61,138186,230950,1739,197353,681306,18625
2/3/2018,Sales,359368,257020,139376,52022,99324,62336,101898,41102,292323,55566,163015,163951,69475,36,88,133059,4184010,2968686,1756545,972510,1.73,2.34,24.06,46.32,12.88,2.07,17.59,7.49,18.54,143191,6.63,185627,113718,3291,46463,698774,457019
7/30/2018,IT,429158,271015,44151,263720,93929,136477,-10707,183207,67696,50887,847301,158268,99022,54,15,228837,4303276,3645002,1880931,470888,2.24,0.53,-0.82,31.25,-8.51,17.5,12.29,5.71,16.48,197430,2.13,168089,111633,1108,72259,354496,409159
5/7/2016,Sales,71745,486814,176784,220741,146745,140537,120442,102759,176029,56271,483328,178493,111331,81,27,231201,1930614,3563409,1118577,1480100,1.34,2.77,-8.63,28.3,4.64,9.49,51.38,18.16,26.01,270309,4.23,118119,86670,3239,159789,460114,124804
12/31/2024,HR,68996,546610,139642,255611,44317,177551,81442,134633,237560,37031,835166,50133,137187,12,47,210420,4402976,2027423,1723040,733470,2.02,1.45,-23.68,-12.6,-2.07,9.77,43.31,22.76,27.91,314457,3.92,163233,12585,2622,64461,152269,471389
7/17/2024,Sales,173436,65017,96642,219312,10380,165281,63941,251048,96235,73723,772182,10578,126764,73,72,36044,1696948,2992473,1812358,1463769,1.95,1.51,-26.68,48.6,14.46,1.41,39.77,10.73,36.74,90878,3.05,82805,236752,3883,114200,626012,421417
4/30/2019,Finance,213333,466418,163112,228346,138998,139748,13827,223989,214873,38981,930103,13983,121924,50,62,48532,4375379,2064530,960444,1128867,0.69,2.54,20.13,2.3,6.44,8.12,79.11,44.66,35.0,301182,7.46,174765,153371,2638,105873,635251,258834
10/13/2016,Marketing,81033,544745,82512,46822,72388,143779,17106,96702,170339,21809,56438,53448,198432,32,102,194469,2834664,3575641,1063062,1238898,0.16,0.88,13.63,-9.97,14.72,3.15,10.97,38.76,22.93,318720,7.39,54441,155588,1804,67534,454138,240813
11/29/2020,Sales,434832,260370,133180,146838,17727,131910,63668,291109,146660,54302,712360,7319,188634,52,47,221468,4917757,1915663,2163529,1604240,1.53,1.84,18.04,14.67,15.76,4.39,17.98,15.26,30.58,263469,5.65,117054,25959,2298,146183,889688,200518
7/22/2020,Operations,460873,423829,190793,77915,58226,49993,108754,72017,291138,82275,611466,108217,129209,66,102,34,4739184,1477160,449057,1345984,1.97,1.67,22.17,-14.18,-8.11,18.71,56.51,16.19,27.41,350864,3.29,101824,141190,2771,31286,920899,342797
6/3/2023,Marketing,159817,406305,20260,173970,86583,15418,82154,256921,200503,88965,435931,133522,187334,32,83,171157,4533072,1912089,706245,1980909,0.11,0.75,-27.14,33.46,16.23,2.54,32.81,32.71,17.32,321079,6.98,17997,150036,1521,141336,317898,238684
6/30/2022,HR,270933,323550,102079,111811,30078,66820,44701,386828,123768,21693,499514,171884,118435,119,47,118551,4214407,1964343,2873366,429445,1.08,1.55,23.87,36.1,20.36,-4.62,65.15,28.26,23.21,397957,6.02,148284,294918,2739,109523,850738,346350
10/11/2015,Operations,250360,323401,107257,103079,121463,136180,97135,228455,247601,35541,609034,173560,88367,68,96,199905,2180328,3231276,371946,1844693,2.85,3.48,-20.99,24.25,-3.32,-4.7,40.46,20.41,23.75,259499,6.32,133183,299792,2185,106409,668190,303559
4/3/2024,HR,252497,127470,45971,234691,125087,35653,79530,96163,269191,52199,238918,163119,22648,91,77,187546,1901187,1103258,143592,1172925,0.45,3.34,-22.53,17.54,1.31,16.61,12.6,16.2,28.4,392356,2.72,80775,179203,4156,189729,73719,245029
3/21/2022,Sales,244960,240324,64073,160444,142621,83357,47579,245180,180034,98750,790353,41727,197129,35,99,130135,361563,1383214,1359992,391923,2.58,2.63,13.3,27.14,-3.07,12.55,52.05,13.74,13.28,168930,6.84,172088,189981,2298,76242,593952,382719
3/22/2019,Sales,251165,182670,47377,118758,70804,109324,49029,250962,205950,14000,428700,106329,100052,112,36,299,4979822,3705860,2178465,1280804,1.59,1.25,-18.94,48.06,8.54,-2.04,25.91,12.16,23.87,318714,3.94,199174,195911,1283,43923,383703,430601
5/28/2018,Finance,467240,295234,30532,224122,87362,48616,136103,139627,299283,-20987,337533,71649,59279,20,23,-54560,2394209,1295822,973660,734371,0.36,3.37,-7.39,38.85,8.06,16.35,32.18,38.47,18.98,169804,9.43,17019,83408,2833,144731,633475,382009
1/9/2024,Finance,203766,516355,138936,193570,58634,39082,96853,220961,70895,30058,70887,135650,49211,57,43,112931,1133178,3022467,2620675,1383794,0.3,3.47,-19.07,49.68,14.48,9.44,77.6,13.84,17.47,461600,9.69,164914,95629,3281,173361,709668,164647
3/16/2020,Finance,441742,132654,172269,61914,41028,20815,89851,190711,113716,-28684,248444,146652,149936,110,52,212573,339868,2867091,1158867,1537209,2.83,2.47,27.39,34.95,6.06,5.88,29.97,35.12,35.08,422197,9.93,164448,299290,4206,80071,176422,492847
