Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
2024-01-11,Operations,198052,438154,181813,138867,26047,188470,140398,205035,227253,23454,250354,173327,16857,83,37,-65410,4145568,580288,1433747,932625,0.87,2.17,20.87,32.08,-3.18,19.54,50.51,31.59,37.41,188811,9.89,166738,78619,2182,123758,137913,356860
2024-01-12,Operations,447729,146940,144101,289218,44119,20009,89082,229833,187061,-8650,176971,20040,85178,15,117,121795,2621477,1730535,1941198,66513,1.49,2.27,-0.64,12.16,24.73,19.62,56.11,13.44,36.65,278765,5.13,39190,173059,1180,181037,332658,70232
2024-01-13,Operations,92493,536396,154480,250525,94889,64909,117184,222548,244410,70877,782389,30389,131495,40,90,73743,4455202,3048939,2769039,971358,1.4,2.2,-8.2,27.36,7.23,10.42,18.3,41.28,32.82,256170,6.75,152639,24731,1761,163337,663245,239439
2024-01-14,Operations,205895,91083,113921,153514,70629,90613,90464,65198,111729,22449,204093,39119,67900,94,106,187821,1353095,3417279,2217769,902798,2.98,1.65,-7.66,36.62,12.04,1.27,77.56,33.79,10.52,150331,8.83,12920,135598,3938,172817,964775,125173
2024-01-15,Operations,487487,527631,46350,191377,103631,120194,55933,253350,30113,-2184,717576,53638,105382,100,88,148807,2360494,2289272,466929,714203,1.03,2.75,2.02,-19.22,-7.25,-3.17,20.76,28.6,28.48,457031,2.77,149736,248017,2202,126098,897650,166532
2024-01-16,Operations,490791,67284,190913,229407,20346,43745,112146,171285,119071,42483,278960,115203,165840,56,69,127518,3972000,2291632,2894356,834343,0.64,0.83,-8.1,46.32,-7.69,-2.71,13.76,31.19,21.96,121262,4.74,94592,277579,96,50724,384152,140068
2024-01-17,Operations,332661,215678,33037,34482,129921,171946,44919,258586,223646,-18533,222569,132097,46173,59,82,79149,3015547,1198120,473699,1975415,0.62,2.82,-17.24,3.92,-0.27,7.82,54.09,15.9,14.46,223172,1.18,70994,28458,3997,156173,191459,133692
2024-01-18,Operations,498635,385421,146829,11979,149663,14845,22865,167272,273511,5068,149474,196197,32230,40,115,80866,4593378,1228216,2318774,1046671,1.29,2.98,-9.35,-19.98,23.83,5.51,60.52,27.02,34.25,235017,4.24,184863,232219,4984,164269,646257,136175
2024-01-19,Operations,253228,527847,68048,196818,48510,153893,22521,78919,146312,88902,519859,90150,199394,115,43,92452,3781071,1945713,651466,629211,1.03,0.95,-27.48,22.46,-7.69,-3.6,32.58,44.26,32.76,236020,6.93,129272,13104,942,98927,93053,359318
2024-01-20,Operations,287209,496442,170227,186595,120309,179905,130456,64727,231411,-623,915511,59239,155688,28,66,96836,2509217,3829876,1154896,1304787,1.45,1.53,-6.54,21.02,23.18,3.42,52.8,13.94,32.59,175055,8.29,7222,87663,1423,72816,769281,171064
2024-01-21,Operations,479034,171906,52470,210107,5053,42838,126281,194887,43480,44180,140325,15968,47435,47,16,116469,4697827,3791100,2430597,1018464,0.53,1.23,-25.32,45.45,-1.68,2.45,29.8,15.29,39.49,347724,5.08,52937,177403,4638,129999,875970,193924
2024-01-22,Operations,219470,339932,159388,18435,45908,60048,-4662,221547,102300,-44580,448088,116224,16917,63,95,254973,3810069,2655878,1782094,63670,0.99,3.48,-21.12,48.65,3.52,-3.25,60.42,9.04,11.13,416554,5.75,84074,266541,3120,155429,103878,123989
2024-01-23,Operations,447759,98440,56107,172030,106969,179099,96657,168045,182043,25122,325033,70900,67038,15,63,189935,2487033,2371228,1436869,597679,0.17,1.2,27.74,5.94,-0.31,4.19,24.77,19.63,6.05,292146,4.13,100747,14382,1518,166886,22444,480315
2024-01-24,Operations,64111,521274,98437,116974,78075,56590,68774,226433,96042,79105,775883,72847,124873,94,56,263227,4693544,2697692,2343561,1105253,1.89,2.54,-6.63,32.59,-5.64,19.95,41.32,29.44,19.67,345780,8.32,24229,49698,2609,27451,33484,272184
2024-01-25,Operations,382039,399802,41001,191313,26131,131933,97799,122893,170152,39683,179425,74962,195793,67,44,2068,3745074,1774453,1566287,1073747,1.97,0.94,16.32,34.21,-5.58,18.06,18.3,5.16,27.55,392411,4.75,30980,297658,3462,48319,671501,101609
2024-01-26,Operations,240758,186903,31381,151401,62380,90518,32410,112979,116549,59681,451649,80884,18957,118,119,294483,2494590,3595026,969317,1384812,1.3,3.11,-22.9,-8.0,-7.99,16.03,65.67,15.59,33.62,457885,4.79,165394,99332,2314,21758,916081,44621
2024-01-27,Operations,463763,213487,93800,23920,149506,77645,29952,136867,42912,92235,422753,188373,88970,77,70,-58088,4308178,3277030,498529,423971,2.73,2.66,-4.99,4.08,-1.04,12.26,55.71,18.67,8.42,184609,4.6,26163,248846,2839,162435,843027,418923
2024-01-28,Operations,351101,70270,40652,170744,34530,38894,106437,167356,196505,73114,622154,87243,170127,112,14,63455,4475374,831080,2869022,674907,1.23,3.31,-1.08,13.87,-6.63,2.43,67.93,33.63,24.24,252701,1.37,63420,188888,3792,92038,802198,242217
2024-01-29,Operations,301233,274681,90869,127726,71569,96362,11026,201770,188753,37395,633710,197504,170173,39,47,-2141,3444978,172181,2465585,1319902,1.1,1.79,-9.73,-18.03,3.32,17.72,13.68,43.8,16.42,367331,4.91,44761,217664,3582,43964,884156,145800
2024-01-30,Operations,161652,449669,169334,74629,72192,128861,126450,137362,298299,17042,946728,98580,110018,80,65,663,1812723,420647,2877265,1591960,0.6,1.05,-2.14,21.89,5.2,13.88,52.23,15.77,18.41,328625,1.56,35842,247559,496,112487,157118,95774
2024-01-31,Operations,255486,469487,161964,126829,133016,146246,-2510,387683,176448,-21823,477639,38433,147630,77,73,-9328,3581212,474032,2062985,1935042,0.83,1.5,-0.02,20.85,23.59,16.24,15.2,47.1,11.87,316248,8.64,12626,62916,1183,186982,78597,412729
2024-02-01,Operations,253540,423507,76917,277605,93408,59354,71908,223116,228855,92116,286289,73147,11970,87,76,167666,2876300,1151864,1248043,1047376,2.4,2.15,25.07,27.28,6.8,7.28,20.24,10.34,6.77,371771,6.11,138542,16518,1463,116394,29185,444353
2024-02-02,Operations,120844,436261,72137,258678,66713,140714,44855,51604,71874,61243,547144,110921,99740,39,88,80248,4158856,1808171,2291145,693567,0.87,1.58,23.3,23.75,-0.53,12.41,47.39,27.55,22.9,450523,6.07,154112,206102,1807,68833,577776,49331
2024-02-03,Operations,287399,504432,171198,193433,89688,74317,125555,208709,188597,-28220,633142,192934,158359,96,103,25943,2219706,2219636,190448,949847,2.63,3.34,9.87,44.53,16.45,6.38,24.58,13.2,5.31,387005,1.97,62188,114800,428,93976,491449,51899
2024-02-04,Operations,127145,240514,48622,12467,137185,196247,33704,223661,151979,-5219,713591,130972,78796,71,28,11734,2804043,3357876,1743945,1786852,0.5,2.17,-21.61,12.99,-6.15,4.65,25.21,41.81,15.38,352026,7.07,50655,167630,94,130620,808156,494353
2024-02-05,Operations,355512,182622,108379,226251,75615,152945,134770,121746,184252,71666,591339,167762,195141,84,10,-82682,4322856,2900338,1540778,1654755,2.77,3.44,-8.93,-2.45,8.59,-2.51,14.38,13.2,14.89,276615,4.2,91764,96441,4865,92660,919356,304237
2024-02-06,Operations,299610,105965,100718,124802,84196,96186,71249,237457,154120,66920,257959,148351,43828,34,24,205316,2761608,946475,363755,939656,2.89,2.15,25.41,28.8,10.39,6.1,31.77,38.02,8.21,227885,6.45,69516,197883,3827,95183,434156,315565
2024-02-07,Operations,435991,141515,153240,95135,26869,149772,88667,74455,286716,31767,354174,194723,186515,43,66,64901,3261133,424845,2686331,1187238,0.81,2.39,-11.4,18.97,13.42,-4.78,10.6,31.5,5.17,90185,4.33,17196,57819,3724,102296,474790,176341
2024-02-08,Operations,431196,209029,96875,10933,58606,187857,114554,111098,219444,28268,721647,116874,28355,81,93,267473,519451,2089992,2092005,930108,0.32,0.89,-7.34,-15.52,5.73,7.91,63.54,7.38,5.68,327024,4.85,56323,102337,1023,106145,27918,61455
2024-02-09,Operations,485177,111366,163801,176371,62964,129761,-1748,238969,45065,77328,441800,173164,185569,31,95,-47665,1574877,2722898,1165926,844633,2.01,2.47,17.0,12.78,4.71,-2.44,30.14,23.24,22.19,343343,1.19,53078,11725,1776,147836,430606,132357
2024-02-10,Operations,470289,518093,46370,121100,29889,93738,10484,327443,272556,-35057,911246,19682,52750,82,117,247038,3414928,221323,1393438,885375,1.88,2.94,-17.8,42.15,8.47,8.76,43.97,32.74,34.63,235646,3.9,162145,112734,2886,76365,571576,98894
2024-02-11,Operations,380986,336663,28334,120249,54702,98881,94920,93340,45671,22547,945044,181237,19725,52,85,13363,573359,1872563,2749765,109392,2.51,1.11,-13.44,18.93,11.9,14.74,14.25,49.2,7.44,27735,5.43,98005,94975,3466,75586,827546,455630
2024-02-12,Operations,84915,436424,24206,108398,97063,101084,119373,68861,32828,-24604,757079,65726,171544,105,106,76415,135431,1666432,2623173,1911853,2.73,1.06,6.08,-6.24,18.05,1.06,49.52,36.67,5.84,313929,3.94,76447,293433,1276,91044,962585,240596
2024-02-13,Operations,151346,210359,111554,284596,11188,9357,11075,347437,68282,-29253,885929,173017,6494,48,30,293390,2865662,3955509,713834,965209,0.82,0.69,13.73,37.49,10.18,15.85,69.24,20.05,25.69,124313,2.62,93963,68457,1922,20720,809910,292764
2024-02-14,Operations,102427,364856,177324,24898,128168,86872,47305,53683,246551,49498,333896,53629,96054,24,12,-93069,2569879,3632181,978365,522632,1.14,1.12,-0.88,40.61,10.33,9.31,38.94,44.33,7.37,118171,9.92,100201,192758,1667,150900,795158,332730
2024-02-15,Operations,218399,418632,75657,74721,26488,138066,12029,330040,168462,85969,573601,106442,74981,23,105,24483,3697729,1305401,2087070,1894239,1.65,2.06,-5.77,7.09,-6.45,18.26,79.44,40.4,39.31,367287,8.3,176544,175296,2940,26335,678212,256331
2024-02-16,Operations,415101,259319,127155,116778,34650,90825,25548,132561,199921,48081,117828,38683,67401,20,92,-80709,4238333,3831353,596377,1968160,1.63,2.81,22.22,45.32,4.46,9.34,38.44,24.76,34.48,249789,8.8,133242,83819,1238,82914,185314,405791
2024-02-17,Operations,430519,260212,128706,112510,64329,85773,13923,200488,212169,-27997,267205,29343,172329,99,33,175311,4869323,266836,421172,1656462,2.79,0.58,1.38,-16.23,18.38,10.23,41.23,44.03,38.09,18102,4.06,91493,288617,4694,117282,558971,337208
2024-02-18,Operations,476446,96899,61889,141965,135183,62482,62827,264754,20802,-47085,922568,53026,134448,29,50,-12573,2736959,1090984,1719009,1750231,0.58,1.92,26.88,46.96,-3.56,12.03,31.49,18.97,23.33,264956,6.92,174642,111632,1702,50249,208525,328571
2024-02-19,Operations,218175,196377,136590,81783,34162,193099,119373,151238,139546,74126,79185,5414,37438,17,16,193279,918010,3589513,1690802,1259633,2.56,2.27,-4.39,48.95,7.0,-1.54,74.77,40.89,25.34,131908,3.13,21319,26116,4882,161492,884777,394396
2024-02-20,Operations,332364,128175,47455,62401,87397,11844,64142,214256,226521,85302,803892,118076,12620,71,87,13555,1970388,1646574,334080,1345473,1.2,0.71,3.05,-6.62,20.85,11.0,78.6,12.48,21.77,440449,2.2,140352,188785,3123,192391,466435,323817
2024-02-21,Operations,301536,485012,126468,137631,39751,120889,-17270,67114,86023,16303,853428,86240,53431,112,25,183004,2738540,701549,411990,1944175,0.17,1.88,21.62,-0.07,1.26,10.52,65.49,24.13,12.93,328635,4.82,105007,140923,2304,135401,500097,122371
2024-02-22,Operations,57750,455939,77486,123697,123414,76199,76277,55275,200295,-2771,379832,82609,149593,108,19,47387,1891091,3948903,1735644,1640825,1.65,2.0,-19.19,13.17,-8.8,17.17,12.63,48.73,8.43,496587,8.22,69797,143175,1546,50181,349810,249283
2024-02-23,Operations,196861,268386,163871,138207,117514,102451,18077,127285,209883,96028,53369,154311,100761,78,74,267428,2381198,1592244,787594,719117,1.31,0.96,-5.53,44.54,-3.94,-2.47,53.03,19.16,24.41,254939,9.42,45427,80379,3903,55611,754398,450471
2024-02-24,Operations,457404,337103,198950,39793,83380,86509,91834,75228,209058,14611,659388,77410,16092,66,115,158803,3247077,3293874,1575351,866290,2.61,3.5,-19.47,36.97,16.61,1.24,41.69,34.98,7.32,70904,3.61,52988,135876,3362,100448,148926,458545
2024-02-25,Operations,285551,495984,94859,242375,10077,11084,59888,275194,203520,-8935,72908,143226,11529,10,83,-61126,3143862,3132641,571428,967262,0.47,1.1,28.55,2.76,24.19,14.23,11.69,44.7,21.5,217196,1.94,112599,282085,4951,52370,483357,322257
2024-02-26,Operations,374388,255985,90124,30392,142538,135671,73575,165804,39756,31608,721543,194892,24499,53,69,67816,2819797,3083622,487002,327410,0.75,3.06,17.83,-12.3,6.03,9.34,57.64,13.38,35.71,42121,3.65,67565,57078,640,34758,155316,473923
2024-02-27,Operations,53420,162224,191346,223370,134750,82424,74512,390960,142437,26157,982458,93528,195542,17,103,-98129,229466,3902471,1813988,1159891,2.91,1.34,-0.32,47.44,16.4,11.91,72.9,32.35,36.69,316117,5.49,177703,104374,412,35602,191141,242107
2024-02-28,Operations,201602,344812,161340,109545,80617,198830,58554,194267,160845,81445,373449,151865,151502,87,80,257195,3786133,1588006,2421256,963671,0.66,1.6,-0.51,-8.0,8.13,14.72,29.71,25.31,20.85,271798,3.74,5704,276205,3896,128446,787416,460133
2024-02-29,Operations,471486,453313,71538,149665,97683,124710,131795,131668,86261,-30153,928835,145496,34919,59,111,167093,3044871,3947949,2720643,801326,0.52,1.9,17.21,46.07,-0.57,18.53,78.71,14.06,18.53,371030,8.38,68027,77780,3228,109073,708112,432755
2024-03-01,Operations,355692,77473,181567,131694,51686,174697,-10157,102757,267221,67793,216066,60300,77948,21,51,240667,2971965,3895493,1254775,1502189,1.95,1.18,20.4,41.51,13.02,10.05,61.17,14.5,20.15,391257,7.26,17952,299449,3218,148166,557838,277203
2024-03-02,Operations,243623,179742,29630,19956,142516,132579,36731,76850,102732,51096,442765,157634,24615,98,81,279476,2620043,2764032,2860312,348476,0.77,1.75,-6.36,-9.57,-9.85,-3.62,22.04,45.24,21.06,262388,2.26,186135,30014,776,167182,871909,16484
2024-03-03,Operations,482683,174297,105397,121613,90870,72408,125651,292947,297363,69491,920224,39591,177935,74,91,71026,2452178,2392863,547000,367506,0.46,2.93,1.83,15.33,-3.03,4.38,18.5,43.06,25.14,36983,8.1,88448,123051,4290,69704,387956,60203
2024-03-04,Operations,288366,333651,154133,22889,84651,169734,124764,304980,261329,79906,786423,60637,68000,100,38,186774,369094,1987508,2670785,1576188,1.8,2.97,13.58,43.96,-7.06,15.51,51.42,8.03,17.08,322639,9.3,80092,245799,3017,24000,466989,97798
2024-03-05,Operations,85926,174154,74893,76603,61112,106833,96998,280483,279686,69993,730691,18272,103456,102,19,133639,1694907,3359569,2702541,1653056,1.27,0.73,6.26,-16.7,10.47,4.05,13.27,34.55,38.09,57694,5.1,171767,22440,2889,85727,36292,478098
2024-03-06,Operations,470597,173325,180194,91049,116710,175239,81867,55570,68114,80769,549748,101113,15411,51,97,142541,686805,2020152,224610,1371747,1.0,0.79,5.44,27.43,-5.45,19.87,13.0,43.96,11.77,142232,9.09,37412,33038,3769,101590,106284,327890
2024-03-07,Operations,156285,78155,143155,233666,135025,13192,102003,51737,168501,82129,798688,153428,172474,101,98,207745,2453152,1275865,1929184,1706897,0.53,1.53,11.58,29.71,16.16,8.22,43.01,20.85,5.68,40589,6.03,76002,85128,3211,106252,634624,384650
2024-03-08,Operations,453570,167145,159504,69279,18586,93713,134595,396114,63257,71810,371847,88468,111094,118,71,229164,4714386,814540,1805641,707672,0.77,1.8,-4.72,-17.27,-4.42,-4.66,37.76,28.6,5.21,125357,1.89,170680,225643,4657,184349,715592,319971
2024-03-09,Operations,70409,338395,57430,209760,18472,22112,45437,352933,237976,75436,372890,161604,147423,108,50,-83040,3715660,3512088,645241,326974,0.23,2.84,-26.72,-18.58,23.11,18.71,38.33,25.83,38.1,343059,7.56,56504,145399,3901,133429,660882,351988
2024-03-10,Operations,459818,323874,116198,61648,32064,23682,67009,304750,293751,-24381,797089,182948,9741,107,60,88396,1736618,2307861,2646493,183250,2.92,2.57,-20.87,-3.05,14.67,16.97,29.62,31.06,11.45,220112,8.95,176015,152384,3355,89690,930434,379681
2024-03-11,Operations,249357,403452,133767,96239,46282,60199,2005,173088,42659,-15442,871492,103323,5136,89,20,9852,1251067,90845,2436519,1239234,1.16,2.8,-21.43,16.29,21.44,2.97,33.21,5.1,22.48,66581,2.37,15414,101486,3362,103088,275794,194124
2024-03-12,Operations,105070,107893,28995,124349,37253,41815,123964,217109,293702,-44229,845835,194073,79500,114,103,117377,4073288,1299366,2472511,1050561,1.99,1.86,-9.57,17.5,-6.52,3.46,11.51,37.63,26.03,476468,4.96,36458,194109,2352,48336,606397,218480
2024-03-13,Operations,242527,361273,48778,253764,55873,61145,53819,234343,47242,65672,453189,94771,67256,16,95,-6591,936542,849162,2109066,1740361,0.91,0.59,1.4,17.59,-3.48,-0.55,55.59,27.99,27.74,120264,9.44,23504,127251,1200,124757,766191,413031
2024-03-14,Operations,164978,73968,169079,145804,122573,155021,57427,137389,71305,20996,286297,12489,164274,87,116,64106,1866833,681518,1382635,1075309,2.98,0.69,-7.1,17.87,18.44,6.97,79.96,42.14,5.87,239380,5.16,100595,88075,3721,89004,907216,206565
2024-03-15,Operations,97433,96246,184111,18243,90503,180282,113881,181261,47598,-7614,176808,41299,194199,53,117,64444,3541367,120111,2143214,1639013,1.27,2.17,-3.7,25.58,16.86,14.72,62.28,12.67,28.8,25783,5.63,138237,26908,4106,27631,693813,30205
2024-03-16,Operations,294077,112968,70881,117757,122438,134864,-16427,180401,102873,-41082,935880,7679,43705,71,111,-67166,1414600,3607392,1110953,1675154,2.5,3.07,-19.45,11.79,-1.15,4.94,75.32,37.91,16.08,440989,7.71,179558,28009,3496,135208,582125,238493
2024-03-17,Operations,98781,526855,118679,106080,17858,162493,149033,265406,119490,17152,697760,82128,91455,10,76,197838,4369689,1783633,224395,128482,0.17,1.37,24.51,-10.01,12.83,-2.84,17.12,7.36,20.65,368873,4.98,118878,97246,969,168846,658264,178492
2024-03-18,Operations,267338,425204,47101,129847,57162,191515,116574,168491,73539,-35506,289757,61127,37484,26,109,183600,1295553,1237539,153012,1749702,2.49,0.51,-13.06,2.43,12.31,16.18,76.76,44.95,25.34,292492,3.39,160858,70069,861,160641,955009,37872
2024-03-19,Operations,139250,203532,184284,195265,59376,76110,115829,42651,183434,-18414,822704,53838,176042,85,30,223385,885546,2323190,2436683,1981324,0.92,1.86,29.04,30.1,24.78,13.72,26.13,32.72,5.58,485917,5.22,84082,57307,1893,117956,201697,386180
2024-03-20,Operations,479652,382121,36748,112849,7954,150859,11853,301923,129468,64042,10903,126983,175092,67,85,127290,2206494,176877,1972264,497466,1.25,1.04,-1.34,21.02,17.56,11.71,62.82,7.8,8.85,112644,6.16,165023,69100,2060,63546,825811,204888
2024-03-21,Operations,288450,64661,138374,127123,129633,37900,144673,304528,148170,75101,964637,127115,191803,80,116,9432,1656634,3032714,176839,865816,1.44,1.58,-0.54,19.89,-2.2,15.67,71.24,9.57,34.95,298766,6.71,135989,33431,4582,128500,282573,413946
2024-03-22,Operations,166837,266712,104893,27223,29575,116571,124781,140326,221416,44662,207457,70951,141020,83,113,86960,2208536,2072112,2280427,980330,2.5,1.85,0.5,-18.55,-7.01,3.34,42.09,47.71,27.4,359769,4.95,61321,61754,142,191393,601260,261322
2024-03-23,Operations,180665,142143,133861,143790,145573,41600,15372,114459,85039,-40743,229391,190437,112115,18,38,38925,1434420,1143904,2695015,1907976,0.18,2.08,2.94,18.66,24.34,-3.77,78.05,5.28,11.5,19375,9.35,157708,10567,682,45572,111305,196562
2024-03-24,Operations,352898,271686,118407,18464,130906,82800,108232,363831,25632,-20865,579226,132699,120354,19,32,28583,4075427,2905071,2352019,384810,1.36,3.1,-8.66,21.77,-2.77,7.93,67.09,41.58,32.63,391375,9.95,145610,285791,1531,43595,247793,486294
2024-03-25,Operations,89575,232569,147316,282051,129623,44775,44302,52438,179233,76973,218498,163185,182501,112,93,-40797,3857676,2018206,1576985,569801,0.66,0.74,-12.09,21.55,15.37,14.26,25.65,16.66,18.48,121164,1.93,180717,128477,23,114535,856229,412863
2024-03-26,Operations,139573,502927,97637,11155,148188,23291,105664,284765,84037,-36422,391602,124543,145451,94,39,175715,3982395,1857430,933309,1385292,0.67,2.01,-4.27,-0.58,17.7,2.6,24.52,24.94,38.47,356126,3.39,189890,62182,1559,96346,555510,127188
2024-03-27,Operations,306846,111503,160271,207461,42688,77354,9106,249038,258687,69644,594189,110063,156375,84,75,134226,3777453,254951,56622,1469753,0.99,2.27,-4.49,12.52,5.93,-4.54,63.53,26.72,20.02,91224,1.46,80184,259866,3620,156831,467074,457076
2024-03-28,Operations,348632,77958,147658,53394,29479,163592,68495,131649,50329,-33310,477681,53158,12523,52,119,286214,2156076,3916425,2807793,456360,1.2,2.72,-10.35,-16.19,0.64,19.64,14.81,13.74,15.71,434012,8.5,47715,26850,627,85534,905173,89874
